FileName,SPDXID,LicenseConcluded,LicenseComment,LicenseInfoInFile,FileCopyrightText
enlightenment.license,SPDXRef-item3206,NOASSERTION,,"  
  LicenseRef-fossology-GPL AND   
  MIT AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-unknown AND   
  MIT-feh AND   
  MIT-advertising",NOASSERTION
enna.license,SPDXRef-item2808,NOASSERTION,,"  
  MIT-enna",NOASSERTION
entessa-1.0.license,SPDXRef-item4765,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  Entessa",NOASSERTION
epaperpress.license,SPDXRef-item4246,NOASSERTION,,"      
  LicenseRef-scancode-epaperpress",NOASSERTION
epics.license,SPDXRef-item3200,NOASSERTION,,"  
  LicenseRef-fossology-Govt-work AND   
  EPICS AND   
  LicenseRef-fossology-BSD-style",NOASSERTION
epl-1.0.license,SPDXRef-item4638,NOASSERTION,,"  
  EPL-1.0",NOASSERTION
epl-2.0.license,SPDXRef-item4135,NOASSERTION,,"  
  EPL-2.0",NOASSERTION
epo-osl-2005.1.license,SPDXRef-item4947,NOASSERTION,,"      
  LicenseRef-scancode-epo-osl-2005.1 AND   
  LicenseRef-fossology-GPL",NOASSERTION
eric-glass.license,SPDXRef-item5007,NOASSERTION,,"      
  LicenseRef-scancode-eric-glass AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
erlang-otp-linking-exception.license,SPDXRef-item4227,NOASSERTION,,"  
  AGPL-3.0-only AND   
  LicenseRef-fossology-AGPL",NOASSERTION
erlangpl-1.1.license,SPDXRef-item4144,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  ErlPL-1.1",NOASSERTION
errbot-exception.license,SPDXRef-item4956,NOASSERTION,,"  
  GPL-3.0-only AND       
  LicenseRef-scancode-errbot-exception",NOASSERTION
esri-devkit.license,SPDXRef-item3573,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-esri-devkit",NOASSERTION
esri.license,SPDXRef-item4430,NOASSERTION,,"      
  LicenseRef-scancode-esri AND   
  LicenseRef-fossology-See-file",NOASSERTION
etalab-2.0-en.license,SPDXRef-item3156,NOASSERTION,,"  
  etalab-2.0 AND   
  Intel AND       
  LicenseRef-scancode-etalab-2.0-en",NOASSERTION
etalab-2.0-fr.license,SPDXRef-item3945,NOASSERTION,,"  
  etalab-2.0 AND   
  LicenseRef-fossology-See-URL",NOASSERTION
etalab-2.0.license,SPDXRef-item3235,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND   
  etalab-2.0",NOASSERTION
eu-datagrid.license,SPDXRef-item3999,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-free-unknown AND   
  EUDatagrid",NOASSERTION
eudatagrid-php.license,SPDXRef-item4592,NOASSERTION,,"  
  EUDatagrid",NOASSERTION
eupl-1.0.license,SPDXRef-item3542,NOASSERTION,,"  
  EUPL-1.0",NOASSERTION
eupl-1.1.license,SPDXRef-item3622,NOASSERTION,,"  
  EUPL-1.2 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  EUPL-1.1",NOASSERTION
eupl-1.2.license,SPDXRef-item3369,NOASSERTION,,"  
  EUPL-1.2 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  EUPL-1.1 AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
eurosym.license,SPDXRef-item3503,NOASSERTION,,"  
  Zlib AND   
  Eurosym",NOASSERTION
examdiff.license,SPDXRef-item4876,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-examdiff",NOASSERTION
excelsior-jet-runtime.license,SPDXRef-item3632,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-excelsior-jet-runtime",NOASSERTION
fabien-tassin.license,SPDXRef-item4655,NOASSERTION,,"      
  LicenseRef-scancode-fabien-tassin",NOASSERTION
fabric-agreement-2017.license,SPDXRef-item4354,NOASSERTION,,"      
  LicenseRef-scancode-fabric-agreement-2017 AND   
  LicenseRef-fossology-Restricted-rights",NOASSERTION
facebook-nuclide.license,SPDXRef-item2952,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-facebook-nuclide",NOASSERTION
facebook-patent-rights-2.license,SPDXRef-item3488,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-unknown AND       
  LicenseRef-scancode-facebook-patent-rights-2",NOASSERTION
facebook-software-license.license,SPDXRef-item3685,NOASSERTION,,"  
  LicenseRef-fossology-MIT-style AND       
  LicenseRef-scancode-facebook-software-license",NOASSERTION
fair-source-0.9.license,SPDXRef-item4888,NOASSERTION,,"      
  LicenseRef-scancode-fair-source-0.9 AND   
  LicenseRef-fossology-See-URL",NOASSERTION
fair.license,SPDXRef-item2718,NOASSERTION,,"  
  Fair AND       
  LicenseRef-scancode-free-unknown AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
fancyzoom.license,SPDXRef-item3210,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-fancyzoom",NOASSERTION
far-manager-exception.license,SPDXRef-item3862,NOASSERTION,,"      
  LicenseRef-scancode-far-manager-exception AND   
  BSD-3-Clause-HP AND   
  BSD-3-Clause",NOASSERTION
fastbuild-2012-2020.license,SPDXRef-item4444,NOASSERTION,,"  
  Zlib AND       
  LicenseRef-scancode-fastbuild-2012-2020",NOASSERTION
fastcgi-devkit.license,SPDXRef-item4749,NOASSERTION,,"  
  LicenseRef-fossology-OpenMarket AND   
  LicenseRef-fossology-GPL AND   
  OML AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
fatfs.license,SPDXRef-item3767,NOASSERTION,,"  
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-fatfs",NOASSERTION
fawkes-runtime-exception.license,SPDXRef-item3533,NOASSERTION,,"  
  Fawkes-Runtime-exception AND   
  GPL-2.0-only AND   
  GPL-2.0-or-later",NOASSERTION
fbm.license,SPDXRef-item4509,NOASSERTION,,"  
  FBM AND   
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-other-permissive",NOASSERTION
fcl-1.0-apache-2.0.license,SPDXRef-item3711,NOASSERTION,,"  
  Apache-2.0 AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
fcl-1.0-mit.license,SPDXRef-item5125,NOASSERTION,,"      
  LicenseRef-scancode-proprietary-license AND   
  MIT",NOASSERTION
ferguson-twofish.license,SPDXRef-item4299,NOASSERTION,,"      
  LicenseRef-scancode-niels-ferguson AND   
  LicenseRef-fossology-GPL AND   
  Ferguson-Twofish",NOASSERTION
ffsl-1.license,SPDXRef-item2751,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  GPL-1.0-or-later AND   
  CC-BY-SA-2.5 AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
fftpack-2004.license,SPDXRef-item4819,NOASSERTION,,"      
  LicenseRef-scancode-fftpack-2004 AND   
  LicenseRef-fossology-BSD-style",NOASSERTION
filament-group-mit.license,SPDXRef-item3142,NOASSERTION,,"  
  MIT AND       
  LicenseRef-scancode-filament-group-mit",NOASSERTION
first-epss-usage.license,SPDXRef-item3490,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
first-works-appreciative-1.2.license,SPDXRef-item4006,NOASSERTION,,"      
  LicenseRef-scancode-first-works-appreciative-1.2 AND   
  LicenseRef-fossology-Non-commercial",NOASSERTION
flex-2.5.license,SPDXRef-item3893,NOASSERTION,,"  
  BSD-3-Clause AND       
  LicenseRef-scancode-flex-2.5",NOASSERTION
flex2sdk.license,SPDXRef-item4748,NOASSERTION,,"      
  LicenseRef-scancode-flex2sdk AND   
  LicenseRef-fossology-Adobe-EULA",NOASSERTION
flora-1.1.license,SPDXRef-item4688,NOASSERTION,,"  
  LicenseRef-fossology-Flora-1.1 AND       
  LicenseRef-scancode-flora-1.1 AND   
  LicenseRef-fossology-Flora",NOASSERTION
flowplayer-gpl-3.0.license,SPDXRef-item4642,NOASSERTION,,"  
  GPL-3.0-only AND   
  GPL-3.0-or-later AND       
  LicenseRef-scancode-flowplayer-gpl-3.0",NOASSERTION
fltk-exception-lgpl-2.0.license,SPDXRef-item5079,NOASSERTION,,"  
  FLTK-exception AND   
  LGPL-2.0-only",NOASSERTION
font-alias.license,SPDXRef-item3398,NOASSERTION,,"      
  LicenseRef-scancode-font-alias AND   
  LicenseRef-fossology-Freeware",NOASSERTION
font-exception-gpl.license,SPDXRef-item3927,NOASSERTION,,"  
  GPL-2.0-or-later AND   
  GPL-1.0-or-later AND   
  Font-exception-2.0 AND   
  LicenseRef-fossology-GPL",NOASSERTION
foobar2000.license,SPDXRef-item5103,NOASSERTION,,"  
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-foobar2000 AND   
  BSD-Source-Code",NOASSERTION
fpdf.license,SPDXRef-item4061,NOASSERTION,,"  
  LicenseRef-fossology-MIT-style AND       
  LicenseRef-scancode-other-permissive",NOASSERTION
fpl.license,SPDXRef-item2696,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-fpl",NOASSERTION
fplot.license,SPDXRef-item4622,NOASSERTION,,"  
  LicenseRef-fossology-HP-DEC-style AND       
  LicenseRef-scancode-fplot",NOASSERTION
frameworx-1.0.license,SPDXRef-item2963,NOASSERTION,,"      
  LicenseRef-scancode-free-unknown AND   
  Frameworx-1.0 AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
fraunhofer-fdk-aac-codec.license,SPDXRef-item4921,NOASSERTION,,"  
  LicenseRef-fossology-AndroidFraunhofer.Commercial AND   
  FDK-AAC",NOASSERTION
fraunhofer-iso-14496-10.license,SPDXRef-item3730,NOASSERTION,,"      
  LicenseRef-scancode-fraunhofer-iso-14496-10 AND   
  MPEG-SSG AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
free-art-1.3.license,SPDXRef-item3383,NOASSERTION,,"  
  LicenseRef-fossology-FAL-1.3 AND       
  LicenseRef-scancode-free-art-1.3",NOASSERTION
free-fork.license,SPDXRef-item2998,NOASSERTION,,"  
  LicenseRef-fossology-U-Wash.Free-Fork AND       
  LicenseRef-scancode-free-fork",NOASSERTION
free-surfer-1.0.license,SPDXRef-item4837,NOASSERTION,,"      
  LicenseRef-scancode-3dslicer-1.0 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-GPL",NOASSERTION
free-unknown.license,SPDXRef-item2621,NOASSERTION,,"      
  LicenseRef-scancode-free-unknown",NOASSERTION
freebsd-boot.license,SPDXRef-item4210,NOASSERTION,,"  
  LicenseRef-fossology-Freeware AND       
  LicenseRef-scancode-freebsd-boot",NOASSERTION
freebsd-doc.license,SPDXRef-item4310,NOASSERTION,,"  
  FreeBSD-DOC AND   
  LicenseRef-fossology-UnclassifiedLicense AND   
  DOC AND   
  BSD-2-Clause",NOASSERTION
freebsd-first.license,SPDXRef-item3581,NOASSERTION,,"      
  LicenseRef-scancode-freebsd-first AND   
  BSD-2-Clause AND   
  LicenseRef-fossology-BSD-style",NOASSERTION
freeimage-1.0.license,SPDXRef-item4790,NOASSERTION,,"  
  FreeImage AND   
  LicenseRef-fossology-MPL-style AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
freemarker.license,SPDXRef-item2804,NOASSERTION,,"  
  LicenseRef-fossology-LGPL AND   
  Apache-2.0 AND       
  LicenseRef-scancode-freemarker AND   
  LicenseRef-fossology-BSD-style",NOASSERTION
freertos-exception-2.0.license,SPDXRef-item2745,NOASSERTION,,"  
  GPL-2.0-only AND   
  GPL-1.0-or-later AND   
  freertos-exception-2.0 AND   
  GPL-2.0-or-later",NOASSERTION
freetts.license,SPDXRef-item3811,NOASSERTION,,"      
  LicenseRef-scancode-freetts AND   
  MIT-Festival AND   
  LicenseRef-fossology-CMU",NOASSERTION
freetype-patent.license,SPDXRef-item2744,NOASSERTION,,"      
  LicenseRef-scancode-freetype-patent AND   
  FTL AND       
  LicenseRef-scancode-unknown AND   
  Apache-2.0",NOASSERTION
freetype.license,SPDXRef-item2748,NOASSERTION,,"  
  IJG AND   
  FTL",NOASSERTION
froala-owdl-1.0.license,SPDXRef-item4056,NOASSERTION,,"  
  OFL-1.1 AND       
  LicenseRef-scancode-froala-owdl-1.0",NOASSERTION
frontier-1.0.license,SPDXRef-item2986,NOASSERTION,,"  
  Artistic-1.0 AND   
  Artistic-2.0 AND       
  LicenseRef-scancode-frontier-1.0",NOASSERTION
fsf-ap.license,SPDXRef-item4483,NOASSERTION,,"      
  LicenseRef-scancode-other-copyleft AND   
  FSFAP",NOASSERTION
fsf-free.license,SPDXRef-item3004,NOASSERTION,,"  
  FSFUL AND   
  AGPL-3.0-only AND   
  LicenseRef-fossology-Public-domain AND       
  LicenseRef-scancode-public-domain",NOASSERTION
fsf-notice.license,SPDXRef-item4312,NOASSERTION,,"      
  LicenseRef-scancode-free-unknown AND   
  GPL-1.0-or-later AND   
  LicenseRef-fossology-GPL",NOASSERTION
fsf-unlimited-no-warranty.license,SPDXRef-item2844,NOASSERTION,,"      
  LicenseRef-scancode-fsf-unlimited-no-warranty AND   
  FSFUL AND       
  LicenseRef-scancode-warranty-disclaimer AND   
  FSFULLR",NOASSERTION
fsf-unlimited.license,SPDXRef-item3432,NOASSERTION,,"  
  FSFUL AND   
  FSFULLR",NOASSERTION
fsfap-no-warranty-disclaimer.license,SPDXRef-item2690,NOASSERTION,,"      
  LicenseRef-scancode-warranty-disclaimer AND   
  FSFAP",NOASSERTION
fsl-1.0-apache-2.0.license,SPDXRef-item4616,NOASSERTION,,"      
  LicenseRef-scancode-proprietary-license AND   
  Apache-2.0",NOASSERTION
fsl-1.0-mit.license,SPDXRef-item4943,NOASSERTION,,"  
  MIT AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
fsl-1.1-apache-2.0.license,SPDXRef-item5161,NOASSERTION,,"  
  Apache-2.0 AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
fsl-1.1-mit.license,SPDXRef-item3529,NOASSERTION,,"  
  MIT AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
ftdi.license,SPDXRef-item4307,NOASSERTION,,"      
  LicenseRef-scancode-ftdi",NOASSERTION
ftpbean.license,SPDXRef-item4349,NOASSERTION,,"      
  LicenseRef-scancode-ftpbean AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
fujion-exception-to-apache-2.0.license,SPDXRef-item3705,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  Apache-2.0",NOASSERTION
furuseth.license,SPDXRef-item4007,NOASSERTION,,"      
  LicenseRef-scancode-bsd-original-uc-1986 AND   
  LicenseRef-fossology-BSD-style",NOASSERTION
fwlw.license,SPDXRef-item2758,NOASSERTION,,NOASSERTION,NOASSERTION
g10-permissive.license,SPDXRef-item2812,NOASSERTION,,"      
  LicenseRef-scancode-fsf-unlimited-no-warranty AND   
  FSFULLR",NOASSERTION
gareth-mccaughan.license,SPDXRef-item3665,NOASSERTION,,"      
  LicenseRef-scancode-gareth-mccaughan AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
gary-s-brown.license,SPDXRef-item3812,NOASSERTION,,"  
  LicenseRef-fossology-Freeware AND       
  LicenseRef-scancode-gary-s-brown",NOASSERTION
gatling-highcharts.license,SPDXRef-item3631,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
gcc-compiler-exception-2.0.license,SPDXRef-item3651,NOASSERTION,,"      
  LicenseRef-scancode-gcc-compiler-exception-2.0 AND   
  GPL-2.0-or-later AND   
  GPL-2.0-only",NOASSERTION
gcc-exception-2.0-note.license,SPDXRef-item2712,NOASSERTION,,"      
  LicenseRef-scancode-unlimited-link-exception-lgpl AND   
  LGPL-2.0-or-later AND   
  GCC-exception-2.0-note AND   
  GCC-exception-2.0 AND   
  LicenseRef-fossology-linking-exception",NOASSERTION
gcc-exception-3.0.license,SPDXRef-item3712,NOASSERTION,,"  
  GPL-3.0-only AND       
  LicenseRef-scancode-exception-3.0 AND   
  GCC-exception-3.1 AND   
  LicenseRef-fossology-GPL-3.0 with GCC-exception",NOASSERTION
gcc-exception-3.1.license,SPDXRef-item3424,NOASSERTION,,"  
  LicenseRef-fossology-GPL-3.0 with GCC-exception AND   
  GPL-3.0-or-later AND   
  GCC-exception-3.1 AND   
  GPL-3.0-only",NOASSERTION
gcc-linking-exception-2.0.license,SPDXRef-item3214,NOASSERTION,,"  
  GPL-2.0-only AND   
  GCC-exception-3.1 AND   
  GPL-2.0-or-later AND   
  GCC-exception-2.0 AND   
  LicenseRef-fossology-GPL-2.0 with GCC-exception",NOASSERTION
gcel-2022.license,SPDXRef-item3941,NOASSERTION,,"      
  LicenseRef-scancode-gcel-2022 AND   
  Apache-2.0",NOASSERTION
gco-v3.0.license,SPDXRef-item3984,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-gco-v3.0",NOASSERTION
gcr-docs.license,SPDXRef-item4862,NOASSERTION,,"      
  LicenseRef-scancode-other-copyleft AND       
  LicenseRef-scancode-public-domain AND   
  LicenseRef-fossology-Public-domain",NOASSERTION
gdcl.license,SPDXRef-item5010,NOASSERTION,,"      
  LicenseRef-scancode-gdcl",NOASSERTION
generic-amiwm.license,SPDXRef-item3433,NOASSERTION,,"      
  LicenseRef-scancode-proprietary-license AND   
  LicenseRef-fossology-Non-commercial",NOASSERTION
generic-cla.license,SPDXRef-item3943,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-generic-cla",NOASSERTION
generic-exception.license,SPDXRef-item4898,NOASSERTION,,"  
  LicenseRef-fossology-GPL AND   
  GPL-1.0-or-later",NOASSERTION
generic-export-compliance.license,SPDXRef-item4913,NOASSERTION,,NOASSERTION,NOASSERTION
generic-loop.license,SPDXRef-item4075,NOASSERTION,,"  
  HPND AND   
  NTP AND       
  LicenseRef-scancode-carnegie-mellon",NOASSERTION
generic-tos.license,SPDXRef-item3864,NOASSERTION,,NOASSERTION,NOASSERTION
generic-trademark.license,SPDXRef-item3191,NOASSERTION,,NOASSERTION,NOASSERTION
genivia-gsoap.license,SPDXRef-item4004,NOASSERTION,,"      
  LicenseRef-scancode-genivia-gsoap AND   
  LicenseRef-fossology-gSOAP",NOASSERTION
genode-agpl-3.0-exception.license,SPDXRef-item3078,NOASSERTION,,"      
  LicenseRef-scancode-free-unknown AND   
  AGPL-3.0-only AND       
  LicenseRef-scancode-genode-agpl-3.0-exception",NOASSERTION
geoff-kuenning-1993.license,SPDXRef-item4575,NOASSERTION,,"  
  BSD-4-Clause AND       
  LicenseRef-scancode-geoff-kuenning-1993 AND   
  BSD-3-Clause",NOASSERTION
geoserver-exception-2.0-plus.license,SPDXRef-item2638,NOASSERTION,,"  
  GPL-2.0-only AND   
  EPL-1.0 AND   
  GPL-2.0-or-later AND       
  LicenseRef-scancode-geoserver-exception-2.0-plus",NOASSERTION
gfdl-1.1-invariants-only.license,SPDXRef-item3060,NOASSERTION,,"  
  LicenseRef-fossology-GFDL-1.1-or-later AND   
  LicenseRef-fossology-GFDL-1.1-no-invariants-only AND   
  GFDL-1.1-only AND   
  LicenseRef-fossology-GFDL-1.1-invariants-only",NOASSERTION
gfdl-1.1-invariants-or-later.license,SPDXRef-item4901,NOASSERTION,,"  
  LicenseRef-fossology-GFDL-1.1-or-later AND   
  GFDL-1.1-invariants-or-later AND   
  LicenseRef-fossology-GFDL-1.1-no-invariants-or-later AND   
  GFDL-1.1-only",NOASSERTION
gfdl-1.1-no-invariants-only.license,SPDXRef-item4997,NOASSERTION,,"  
  LicenseRef-fossology-GFDL-1.1-or-later AND   
  LicenseRef-fossology-GFDL-1.1-no-invariants-only AND   
  GFDL-1.1-only AND   
  LicenseRef-fossology-GFDL-1.1-invariants-only",NOASSERTION
gfdl-1.1-no-invariants-or-later.license,SPDXRef-item4167,NOASSERTION,,"  
  GFDL-1.1-invariants-or-later AND   
  LicenseRef-fossology-GFDL-1.1-or-later AND   
  GFDL-1.1-only AND   
  LicenseRef-fossology-GFDL-1.1-no-invariants-or-later",NOASSERTION
gfdl-1.1-plus.license,SPDXRef-item2846,NOASSERTION,,"  
  GFDL-1.1-only AND   
  LicenseRef-fossology-GFDL-1.1-or-later",NOASSERTION
gfdl-1.1.license,SPDXRef-item4827,NOASSERTION,,"  
  LicenseRef-fossology-GFDL-1.1-or-later AND   
  GFDL-1.1-only",NOASSERTION
gfdl-1.2-invariants-only.license,SPDXRef-item3797,NOASSERTION,,"  
  GFDL-1.2-only AND   
  LicenseRef-fossology-GFDL-1.2-invariants-only AND   
  LicenseRef-fossology-GFDL-1.1-or-later",NOASSERTION
gfdl-1.2-invariants-or-later.license,SPDXRef-item5187,NOASSERTION,,"  
  GFDL-1.2-only AND   
  GFDL-1.2-invariants-or-later AND   
  LicenseRef-fossology-GFDL-1.2-or-later AND   
  LicenseRef-fossology-GFDL-1.1-or-later",NOASSERTION
gfdl-1.2-no-invariants-only.license,SPDXRef-item4874,NOASSERTION,,"  
  GFDL-1.2-only AND   
  LicenseRef-fossology-GFDL-1.2-no-invariants-only AND   
  LicenseRef-fossology-GFDL-1.1-or-later AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
gfdl-1.2-no-invariants-or-later.license,SPDXRef-item3484,NOASSERTION,,"  
  LicenseRef-fossology-GFDL-1.1-or-later AND   
  LicenseRef-fossology-GFDL-1.2-or-later AND   
  GFDL-1.2-no-invariants-or-later AND   
  GFDL-1.2-only",NOASSERTION
gfdl-1.2-plus.license,SPDXRef-item3268,NOASSERTION,,"  
  GFDL-1.2-only AND   
  LicenseRef-fossology-GFDL-1.1-or-later AND   
  LicenseRef-fossology-GFDL-1.2-or-later",NOASSERTION
gfdl-1.2.license,SPDXRef-item4727,NOASSERTION,,"  
  LicenseRef-fossology-GFDL-1.1-or-later AND   
  GFDL-1.2-only",NOASSERTION
gfdl-1.3-invariants-only.license,SPDXRef-item5115,NOASSERTION,,"  
  LicenseRef-fossology-GFDL-1.1-or-later AND   
  LicenseRef-fossology-GFDL-1.3 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-GFDL-1.3-invariants-only AND   
  GFDL-1.3-only",NOASSERTION
gfdl-1.3-invariants-or-later.license,SPDXRef-item3072,NOASSERTION,,"  
  GFDL-1.3-only AND   
  LicenseRef-fossology-GFDL-1.3 AND   
  LicenseRef-fossology-GFDL-1.3-invariants-or-later AND   
  LicenseRef-fossology-GFDL-1.1-or-later AND   
  LicenseRef-fossology-GFDL-1.3-or-later",NOASSERTION
gfdl-1.3-no-invariants-only.license,SPDXRef-item2695,NOASSERTION,,"  
  GFDL-1.3-only AND   
  LicenseRef-fossology-GFDL-1.3 AND   
  LicenseRef-fossology-GFDL-1.3-no-invariants-only AND   
  LicenseRef-fossology-GFDL-1.1-or-later AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
